techtree_node_title_recycling1 | Эффективность Переработки 1
techtree_node_title_recycling2 | Эффективность Переработки 2
techtree_node_title_robotarmspeed | Скорость Руки Робота 1
techtree_node_title_robotarmspeedrepeatable | Скорость Руки Робота
techtree_node_title_science | Наука
techtree_node_title_sectorsurvey | Исследование Сектора
techtree_node_title_SmartAutomation | Умные Руки Робота
techtree_node_title_stargatepart1 | Проект Андромеда Часть 1
techtree_node_title_stargatepart2 | Проект Андромеда Часть 2
techtree_node_title_stargatepart3 | Проект Андромеда Часть 3
techtree_node_title_tiddletcrystals | Синтетические Кристаллы
techtree_node_title_trackspeed1 | Скорость Конвейера 1
techtree_node_title_trackspeed2 | Скорость Конвейера 2
techtree_node_title_zeleonenergycontainment | Хранение Энергии Зелеона
techtree_node_title_zeleongasrefining | Газ Зелеона
techtree_refining | Переработка
techtree_researchcredit_tooltip | Проводите сканирования сектора, чтобы найти заброшенные корабли, содержащие чипы данных.
techtree_researched | ИССЛЕДОВАНО
techtree_researchPoints | Очки Исследований:
techtree_rewards | Награды:
techtree_smelting | Плавка
techtree_spendcredits | Ускорить Исследование (Стоимость: 1 Чип)
techtree_stargate_warning | Завершение фаз Проекта Андромеда до сюжетной линии Промышленников Дальнего Космоса позволит пропустить эти эпизоды.
techtree_title | ИССЛЕДОВАНИЯ
techtree_unavailable | ТРЕБОВАНИЯ НЕ ВЫПОЛНЕНЫ
techtree_unlocks | Открывает:
techtree_warning | ВНИМАНИЕ!
tiddlet_boxed | В Ящике
tiddlet_child | Малыш
tiddlets_character_artemis | Проф. Артемис Топпингбери
tiddlets_character_swanson | Др. Магнус Свонсон
tiddlets_character_tiddlet | ???
tiddlets_objective_deadcount | *X Мертвых Тиддлетов на борту
tiddlets_objective_delivertiddlets | Доставить Тиддлетов в Институт Межзвездных Форм Жизни
tiddlets_objective_drone | Купить как минимум один Логистический Дрон
tiddlets_objective_dronebay | Установить как минимум один Отсек Для Дронов
tiddlets_objective_investigate | Исследовать астероид S*X
tiddlets_objective_recovertiddlets | Собрать Тиддлетов [*X/*Y]
tiddlets_objective_tiddletscount | *X Тиддлетов на борту
tiddlets_part1_accept | ПРИНЯТЬ
tiddlets_part1_death1 | Нет! Неееет! Капитан, что случилось? Что вы натворили??
tiddlets_part1_death2 | ...
tiddlets_part1_death3 | Похоже, они умерли от шока во время гиперпространственного прыжка.  О боже, это такая ужасная новость.  Кто-нибудь из них выжил?
tiddlets_part1_death4 | Нам придется быть очень осторожными с этого момента, Капитан. Я предлагаю максимальную дальность гиперпространственного прыжка в *X световых лет, пока эти существа находятся на борту. Мы не можем позволить, чтобы еще кто-то погиб таким образом.
tiddlets_part1_deliver | ДОСТАВИТЬ ТИДДЛЕТОВ
tiddlets_part1_delivered1 | Это величайший день в моей жизни!
tiddlets_part1_delivered2 | Быть первым, кто обнаружит и изучит совершенно новую форму жизни. Родную для глубокого космоса! Подумайте обо всем, что мы можем узнать от этих маленьких существ!
tiddlets_part1_delivered3 | То есть, вы получите некоторое признание за их находку, конечно. Но я ждал такого момента всю свою жизнь.
tiddlets_part1_delivered4 | Невероятная работа, Капитан. Не могу поверить, как много мы увидели за такой короткий период времени.
tiddlets_part1_delivered5 | Я анализировал данные бортовых сенсоров, пока вы путешествовали.  Они не проявляют никакого физического брачного поведения, но происходит обнаруживаемый энергетический обмен, и всегда между группами из трех особей.
tiddlets_part1_delivered6 | Они, должно быть, размножаются посредством какой-то формы телепатии, и только тройками, и только в гиперпространстве!  Неудивительно, что они такие редкие существа.
tiddlets_part1_delivered7 | Эти открытия станут невероятной исследовательской работой, Капитан.  Я обязательно упомяну вас как пилота, который нашел первые живые образцы.  Я бы предложил назвать существ в вашу честь, но у них уже есть название, так что прошу прощения за невозможность соблюсти эту традицию.
tiddlets_part1_delivered8 | Вы очень скоро получите звонок от Др. Свонсона.  Он финансирует мою лабораторию и все мои исследования.  Я убедил его направить часть нашего исследовательского гранта вам в качестве справедливой награды.
tiddlets_part1_foundtiddlets1 | Боже мой. Вы нашли их.
tiddlets_part1_foundtiddlets2 | О боже. Они все еще живы??
tiddlets_part1_foundtiddlets3 | О господи. Их двое!
tiddlets_part1_foundtiddlets4 | Капитан, вы сделали невероятное открытие. Мы видели эти межзвездные формы жизни раньше, на больших астероидах глубоко в неисследованном космосе. Но никогда живыми. И вы нашли пару!
tiddlets_part1_foundtiddlets5 | Мы называем их Тиддлеты.
tiddlets_part1_intro1 | Что такой корабль, как ваш, делает здесь?
tiddlets_part1_intro2 | Может быть, вы можете помочь?  Я ищу существ, которые обычно живут на маленьких изолированных астероидах, таких как в этой системе.
tiddlets_part1_intro3 | Если найдете что-нибудь, обязательно сообщите мне.
tiddlets_part1_reproduction1 | О боже, Тиддлеты!!!
tiddlets_part1_reproduction2 | О боже, надеюсь, с ними все в порядке! Что происходит??
tiddlets_part1_reproduction3 | Вы шутите! Они... Они размножились! Мы только что стали свидетелями того, как межзвездная форма жизни спонтанно размножается!
tiddlets_part1_reproduction4 | О, это просто невероятная новость. Но каково было условие? Может быть, эти уже были фертильными и беременными? Вы видели какое-либо брачное поведение? Мне нужно провести больше анализов.
tiddlets_part1_reproduction5 | Продолжайте поиски, Капитан. Верните их всех к нам, когда закончите.
tiddlets_part1_sendingshuttle | Вам удалось вернуть их? Потрясающе! Я буду здесь через секунду.
tiddlets_part1_setup1 | Я должен представиться. Меня зовут Артемис Топпингбери, и я профессор Института Межзвездных Форм Жизни.  Мы пытаемся найти живого Тиддлета уже много лет.
tiddlets_part1_setup2 | Это огромный прорыв. Заберите Тиддлетов на борт, осторожно, используя Логистический Дрон. Как только они у вас будут, встретьтесь со мной в Институте Межзвездных Форм Жизни.  Мы на Звездной Базе S*X.
tiddlets_part1_setup3 | Теперь мы знаем, где искать, мы, возможно, сможем найти больше из них в глубоком космосе.
tiddlets_part1_setup4 | Астероид, где вы их нашли, имеет большое железное и алюминиевое ядро с необычными кристаллическими структурами снаружи.
tiddlets_part1_setup5 | В этом секторе есть похожие астероиды, которые были зарегистрированы и отсканированы.  Никто не стал бы пытаться добывать такие бесполезные камни. Возможно, они не смотрели слишком внимательно.
tiddlets_part1_setup6 | Думаю, стоит поискать там больше этих существ.
tiddlets_part1_swanson1 | Капитан. От имени Института Межзвездной Жизни, спасибо. Монументальное открытие.
tiddlets_part1_swanson2 | Теперь давайте говорить начистоту. Такие ученые, как Артемис, любят брать на себя всю славу и купаться в славе своих коллег. Если ваше имя и появится в их исследовательской работе, можете быть уверены, что оно будет на самой последней странице самым маленьким доступным шрифтом.
tiddlets_part1_swanson3 | И несмотря на то, что я финансирую его работу уже много лет, мое имя будет еще ниже. На самом деле все в порядке. У нас разные цели.  Он может получить славу. Меня интересуют прорывы. Наука, которая исходит из этих открытий. Потенциал.
tiddlets_part1_swanson4 | В любом случае, спасибо за вашу работу, Капитан. Вот награда за ваши усилия.
tiddlets_part1_tiddletdelivery | Доставить Тиддлетов
tiddlets_part1_title | Проблемы с Тиддлетами
tiddlets_part2_advert | Капитан. Мы надеемся провести еще несколько экспериментов над новой формой жизни, которую я обнаружил. Тиддлет Топпингбери. Если вы сможете посетить мой институт, у меня есть контракт, который может вас заинтересовать.
tiddlets_part2_debrief1 | Мы сделали еще одно интересное открытие!  Наши сенсоры были правы, и похоже, что в ядре нескольких мертвых существ образовался какой-то крошечный кристалл.  Почти как маленький бриллиант.
tiddlets_part2_debrief2 | Он, должно быть, сформировался в последние мгновения их жизни. Вся эта телепатическая энергия, сосредоточенная в смертельной петле обратной связи!  Наша лаборатория говорит нам, что кристаллы не похожи ни на что, что они когда-либо видели раньше.  Давайте получим оставшиеся образцы для анализа.
tiddlets_part2_debrief3 | Спасибо, Капитан!
tiddlets_part2_finalexperiment1 | *X Тиддлетов теперь на борту!  Увлекательно, Капитан.  Похоже, процесс размножения Тиддлетов происходит даже на невероятно коротких гиперпространственных расстояниях.\nКак они находят время?
tiddlets_part2_finalexperiment2 | Я передам вас своему коллеге для окончательного эксперимента.
tiddlets_part2_finalexperiment3 | Капитан, Профессор попросил меня контролировать эту фазу эксперимента.
tiddlets_part2_finalexperiment4 | Мне нужно, чтобы вы совершили прыжок на дальнюю дистанцию. За пределы безопасной дистанции для Тиддлетов.  Нам нужно знать, что происходит с ними под воздействием Гиперпространственного Шока, и это также поможет нам более точно рассчитать эту безопасную дистанцию.
tiddlets_part2_finalexperiment5 | Займите позицию и совершите прыжок на дальнюю дистанцию.
tiddlets_part2_long | ДЛИННАЯ ДИСТАНЦИЯ ПРЫЖКА
tiddlets_part2_medium | СРЕДНЯЯ ДИСТАНЦИЯ ПРЫЖКА
tiddlets_part2_mediumjumps1 | Начнем с простого. Пара прыжков на среднюю дистанцию должна справиться.
tiddlets_part2_mediumjumps2 | Отлично. Сенсор работает хорошо, и мы получаем пакеты данных. Давайте совершим еще один прыжок на среднюю дистанцию, чтобы собрать больше данных.
tiddlets_part2_objective_ftlcharges | Иметь как минимум *X Гипертоплива
tiddlets_part2_objective_installsensors | Установить Сенсорные Станции [*X/*Y]
tiddlets_part2_objective_longjump | Совершить прыжок длиннее безопасной дистанции для Тиддлетов
tiddlets_part2_objective_mediumjumps | Выполнить прыжки на среднюю дистанцию [*X/*Y]
tiddlets_part2_objective_receivesensors | Получить [*X/*Y] Телепатических Сенсорных Станций
tiddlets_part2_objective_receivetiddlets | Получить [*X/*Y] Тиддлетов
tiddlets_part2_objective_return1 | Вернуть Тиддлетов в Институт
tiddlets_part2_objective_return2 | Вернуть тела в Институт
tiddlets_part2_objective_shortjump | Выполнить прыжок на короткую дистанцию
tiddlets_part2_objective_visitinstitute | Отправиться в Институт Межзвездных Форм Жизни
tiddlets_part2_return1 | *X из Тиддлетов, похоже, погибли.
tiddlets_part2_return2 | Это такая ужасная вещь для наблюдения.\nМы не можем позволить, чтобы такой эксперимент проводился снова, доктор. Это так неэтично.
tiddlets_part2_return3 | Данные сенсоров предполагают, что телепатический брачный ритуал действительно начинается во время более длинного прыжка.  Но телепатическая энергия, индуцированная между ними, производит так много тепла в их ядре, что они в конечном итоге загораются и выгорают изнутри.
tiddlets_part2_return4 | Можно только представить, каково это должно быть.
tiddlets_part2_return5 | Есть кое-что еще.  На сенсорах появляются показания глубоко внутри ядра мертвых Тиддлетов.\nВерните их всех ко мне, Капитан. Думаю, мы сделали достаточно на сегодня.
tiddlets_part2_setup1 | С возвращением, Капитан! Должен сказать, что коридоры Института были полны волнения из-за этой чудесной новой формы жизни. Моя работа уже была предварительно принята во все ведущие научные журналы, что делает меня таким гордым.
tiddlets_part2_setup2 | По слухам, Нобелевский комитет может рассматривать нашу работу.
tiddlets_part2_setup3 | Именно. Поэтому мы должны продолжить это важное исследование. У нас уже есть много данных, но нам нужно провести еще несколько измерений и уточнить некоторые наши оценки. Мы особенно заинтересованы в их процессе размножения.
tiddlets_part2_setup4 | Мы отправим вам партию Тиддлетов Топпингбери, и мы хотим, чтобы вы провели серию тестов на них в условиях Гиперпространства.
tiddlets_part2_setup5 | Мы также отправляем вам пару специально модифицированных научных станций с сенсором, настроенным на их телепатический процесс размножения. Я сам написал прошивку. Мы сможем заглянуть глубоко в их разум, когда происходит этот волшебный процесс.
tiddlets_part2_setup6 | Нам нужно, чтобы вы взяли Тиддлетов в серию определенных гиперпространственных прыжков. Мы будем записывать влияние на их процесс размножения и на их физиологию. Все... ну, большинство этих экспериментов можно провести, надеюсь, без какого-либо вреда для существ.
tiddlets_part2_setup7 | Нам нужно точно определить, как долго Тиддлеты могут выживать в гиперпространстве. К сожалению, это потребует от вас прыгнуть за пределы безопасной дистанции и записать влияние на их телепатический процесс. Некоторые из Тиддлетов могут быть потеряны в процессе этого эксперимента.
tiddlets_part2_setup8 | Это действительно вызывает у меня дискомфорт.
tiddlets_part2_setup9 | Но с вашего разрешения мы можем начать. Сначала установите новые сенсоры, Капитан. И обязательно запаситесь Гипертопливом, если вам нужно. Трех или четырех прыжков должно быть достаточно.
tiddlets_part2_short | КОРОТКАЯ ДИСТАНЦИЯ ПРЫЖКА
tiddlets_part2_shortjump1 | *X Тиддлетов пока что.  Все это работает очень хорошо, Капитан.  Теперь к настоящей науке.
tiddlets_part2_shortjump2 | Мы хотели бы увидеть эффект очень короткого прыжка.  Мы хотим узнать, существует ли минимальная гиперпространственная дистанция, ниже которой их процесс размножения просто не происходит.  Совершите прыжок и давайте посмотрим, как они справятся.
tiddlets_part2_title | Проблемы с Тиддлетами, Часть 2
tiddlets_part3_action_localhop | Активировать Скачковый Двигатель
tiddlets_part3_action_localhop_info1 | Зарядка...
tiddlets_part3_action_localhop_info2 | Нет Загруженного Заряда
tiddlets_part3_action_localhop_info3 | Нет Зарядов На Корабле
tiddlets_part3_action_localhop_info4 | Скачковый Двигатель Не Найден
tiddlets_part3_advert | Капитан, произошло несколько событий в Программе Исследования Тиддлетов. Нам снова нужен компетентный пилот звездолета.  Пожалуйста, посетите нас в Институте Межзвездных Форм Жизни, и я смогу рассказать вам больше.
tiddlets_part3_artemis_arrival1 | Капитан, слава богу.  Они все в безопасности?
tiddlets_part3_artemis_arrival2 | Быстро, пока они не поняли, что происходит.  Я перехвачу управление удаленного приемопередатчика на ферме.  На несколько минут мы сможем управлять им сами.
tiddlets_part3_artemis_arrival3 | Достаточно долго, чтобы положить конец этому ужасному шоу.  Отведите корабль к астероиду.  Откройте двери стыковочного отсека.
tiddlets_part3_artemis_debrief1 | Вы поступили правильно, Капитан.  Это важно, по крайней мере для меня.
tiddlets_part3_artemis_debrief2 | Я бы не слишком беспокоился об угрозе.  Он знает, что действует совершенно незаконно.  Хартия жизни в глубоком космосе никак не разрешает такого рода действия.
tiddlets_part3_artemis_debrief3 | Что касается Тиддлетов, Доктор обязательно вернется и попытается захватить еще.  Я сделаю все возможное, чтобы защитить их от него, насколько смогу.
tiddlets_part3_artemis_debrief4 | Можете оставить спасательный корабль себе.  Вы можете продать его, если вам нужно собрать деньги.
tiddlets_part3_artemis_debrief5 | Я свяжусь с вами, если мне понадобится ваша помощь, Капитан.
tiddlets_part3_artemis_finalobjective1 | Капитан, это неправильно.  Вы это знаете.
tiddlets_part3_artemis_finalobjective2 | Пожалуйста, не делайте этого.  Эти существа заслуживают большего, чем быть массово выращиваемыми и убитыми.
tiddlets_part3_artemis_finalobjective3 | Все мои допуски были отозваны.  Они полностью меня отстранили.  Это зависит от вас, но, пожалуйста, сделайте правильный выбор.
tiddlets_part3_artemis_finalobjective4 | Я прячусь в системе S*X.  Это то место, где вы нашли первых Тиддлетов, рядом с тем необычным астероидом.  Приведите их сюда и будьте осторожны, чтобы не рисковать Гиперпространственным шоком.
tiddlets_part3_artemis_finalobjective5 | Мы собираемся освободить их всех.
tiddlets_part3_artemis_finalplea1 | Капитан, пожалуйста, не делайте этого!
tiddlets_part3_batteryfarm | Да!  Я знал, что это сработает!  Мы можем массово выращивать Тиддлетов в огромных количествах прямо здесь, в этой системе!  Продолжайте.  Нам нужно больше!
tiddlets_part3_bonus_caption | Бонус получен
tiddlets_part3_bonus_title | БОНУС ЗА ПРОДАЖУ
tiddlets_part3_brokenhopdrive1 | Похоже, последний прыжок сжег Скачковый Двигатель.  Не очень хорошо, учитывая, сколько мы за него заплатили.
tiddlets_part3_brokenhopdrive2 | Неважно.  Я уверен, что мои инженеры смогут его отремонтировать.  В любом случае, я хочу, чтобы Скачковый Двигатель был установлен непосредственно на корабль-ферму.
tiddlets_part3_brokenhopdrive3 | Демонтируйте Скачковый Двигатель, Капитан, и я пришлю челнок, чтобы забрать его.  Я хочу, чтобы вы заменили Скачковый Двигатель обычным Гипердвигателем для финальной части эксперимента.  Я пришлю замену Гипердвигателя на челноке доставки.
tiddlets_part3_deliverdrive | Доставить Двигатель
tiddlets_part3_farmname | The Tiddlet Farm
tiddlets_part3_freetiddlets | Освободить Тиддлетов
tiddlets_part3_hoppername | Short Hopper
tiddlets_part3_marcus | Не думаю, что у меня была возможность должным образом поблагодарить вас, Капитан. Вы рисковали своей жизнью ради нас.  И теперь мой близнец на десять лет старше меня! К этому пришлось привыкать.
tiddlets_part3_martinez_a1 | Капитан! Так приятно снова услышать вас.  Как у вас дела?
tiddlets_part3_martinez_a2 | Мы взяли немного времени на восстановление.  Должен признать, я так долго планировал спасение моего брата, что почти не знаю, что с собой делать.
tiddlets_part3_martinez_a3 | Я выставил спасательный корабль на продажу. Я просил $1M, но вы можете получить его за половину этой цены, если хотите.  Спасибо, Капитан.  Вы всегда будете желанны у нас.
tiddlets_part3_martinez_b1 | Здравствуйте, Капитан.  Как у вас дела? У нас здесь были трудные времена.
tiddlets_part3_martinez_b2 | Маркус с момента спасения то попадает в больницу, то выписывается.  У него ожоги по всему телу, и он получил довольно серьезную дозу радиации.
tiddlets_part3_martinez_b3 | Конечно, вы уже знаете об этом, потому что это произошло, пока он загружал ваши данные.
