mission_sectorjumpgate_hostiles2 | Флот вражеских кораблей пытается блокировать Прыжковые Врата и вымогать деньги у проходящих кораблей.
mission_sectorjumpgate_hostiles3 | Вам нужно очистить их, прежде чем мы сможем безопасно активировать Прыжковые Врата.
mission_sectorjumpgate_map | Активировать Прыжковые Врата
mission_sectorjumpgate_materialprovided | Предоставлено *X/*Y R*Z
mission_sectorjumpgate_materials | Нам нужны материалы для обслуживания, прежде чем можно будет использовать Прыжковые Врата.
mission_sectorjumpgate_materialsrequired | Нам требуется *X R*Y
mission_sectorjumpgate_paythetoll | Оплатить плату за проход (*X)
mission_sectorjumpgate_provide | Предоставить Материалы
mission_sectorjumpgate_ready | Прыжковые Врата теперь готовы к использованию.
mission_sectorjumpgate_ready2 | Пожалуйста, маневрируйте всеми кораблями флота в Прыжковые Врата и выровняйтесь для прохода.
mission_sectorjumpgate_repair | Отремонтировать Прыжковые Врата
mission_sectorjumpgate_repaired | Спасибо, Прыжковые Врата были отремонтированы и перенастроены.
mission_sectorjumpgate_title | ЗАДАЧА СЕКТОРА: Активировать Прыжковые Врата
mission_sectorjumpgate_toll | Существует ПЛАТА ЗА ПРОХОД для использования Прыжковых Врат. Эти деньги покрывают эксплуатационные расходы и потребление энергии такого массивного сооружения.
mission_sectorjumpgate_tollpaid | Спасибо, оплата за проход получена.
mission_sectorprotect_accepted | Мы отметили местоположение корабля на вашей карте. Пожалуйста, поторопитесь!
mission_sectorprotect_action_payment | ВЗЯТЬ ДЕНЕЖНОЕ ВОЗНАГРАЖДЕНИЕ
mission_sectorprotect_action_ship | ВЗЯТЬ КОРАБЛЬ В НАГРАДУ
mission_sectorprotect_allenemieskilled | Все враги уничтожены.
mission_sectorprotect_call | ВХОДЯЩИЙ СИГНАЛ БЕДСТВИЯ
mission_sectorprotect_calltoarms | Корабль подвергается атаке! Отбейте вражеские корабли, пока не стало слишком поздно.
mission_sectorprotect_description1 | Расследовать сигнал бедствия в системе S*X.
mission_sectorprotect_description2 | Торговое судно подвергается атаке неизвестного вражеского противника. Они уже получили тяжелые повреждения.
mission_sectorprotect_friendlykilled | К сожалению, корабль был уничтожен.
mission_sectorprotect_kills | *X из *Y вражеских кораблей были уничтожены.
mission_sectorprotect_map | Расследовать Сигнал Бедствия
mission_sectorprotect_map_initial | Расследовать Сигнал Бедствия
mission_sectorprotect_offer1 | Спасибо, Капитан! Мы бы никогда не выжили без вашей помощи.
mission_sectorprotect_offer2 | Если вам интересно, для нас будет честью объединить силы с вашим флотом.
mission_sectorprotect_offer3 | Выберите вашу награду, Капитан
mission_sectorprotect_sos1 | Всем кораблям, мы под атакой!  Пожалуйста, помогите, мы долго не продержимся!
mission_sectorprotect_success | СПАСЕНИЕ ЗАВЕРШЕНО
mission_sectorprotect_title | ЗАДАЧА СЕКТОРА: Защитить корабль, находящийся под атакой
mission_sectorrescue_accepted | Мы отметили местоположение разбитого корабля на вашей карте. Пожалуйста, поторопитесь!
mission_sectorrescue_allrescued | Весь экипаж спасен с корабля! Высадите их на ближайшей звездной базе или колонии.
mission_sectorrescue_awardcaption | *X Людей спасено.
mission_sectorrescue_description1 | Расследовать сигнал бедствия в системе S*X.
mission_sectorrescue_hostiles | В этой области есть вражеские силы. (+50% оплата)
mission_sectorrescue_lost | *X членов экипажа не прибыли благополучно.
mission_sectorrescue_map | Людей спасено [*X/*Y]
mission_sectorrescue_map_initial | Расследовать Сигнал Бедствия
mission_sectorrescue_meteors | Есть сообщения о метеоритном дожде в этой области. (+25% оплата).
mission_sectorrescue_received | *X членов экипажа из *Y благополучно добрались. Причитающаяся оплата $*Z.
mission_sectorrescue_requirements | Вам потребуется четыре маневровых двигателя для успешной стыковки с поврежденным кораблем.
mission_sectorrescue_rescued | *X членов экипажа из *Y были спасены и находятся на борту.
mission_sectorrescue_spin | Корабль бесконтрольно вращается. Будет очень сложно пристыковаться. (+25% оплата)
mission_sectorrescue_success | СПАСЕНИЕ ЗАВЕРШЕНО
mission_sectorrescue_thrust | Корабль движется - вам понадобится некоторое мастерство для безопасной стыковки. (+25% оплата)
mission_sectorrescue_thrusters | ПРИМЕЧАНИЕ. ВАМ ПОНАДОБИТСЯ КАК МИНИМУМ ЧЕТЫРЕ МАНЕВРОВЫХ ДВИГАТЕЛЯ ДЛЯ МАНЕВРИРОВАНИЯ В ПОЗИЦИЮ.
mission_sectorrescue_timed | Двигатели корабля скоро взорвутся. (+25% оплата).
mission_sectorrescue_timer | Ядро двигателя корабля взорвется всего через *X секунд!!
mission_sectorrescue_title | ЗАДАЧА СЕКТОРА: Спасти гражданских с разбитого корабля
mission_show_completed | ПОКАЗАТЬ ЗАВЕРШЕННЫЕ
mission_showonmap | ПОКАЗАТЬ НА КАРТЕ
mission_special | Особая Миссия
mission_tiddlets_accepted | Отлично. Мы отправляем к вам челнок прямо сейчас.
mission_tiddlets_accepted1 | Большое спасибо за помощь с этими уникальными существами. Честно говоря, нам было трудно найти капитана, который был бы готов взяться за эту миссию.
mission_tiddlets_accepted2 | Мы оставили вам помет из восьми самок Тиддлетов, а также несколько удобных ящиков для их сна.
mission_tiddlets_accepted3 | Пожалуйста, очень хорошо заботьтесь о них!
mission_tiddlets_alldelivered | Мы получили всех ваших Тиддлетов. Большое спасибо!
mission_tiddlets_alldelivered1 | Все 8 Тиддлетов были доставлены.
mission_tiddlets_alldelivered2 | Теперь есть одна важная деталь, которой вы должны придерживаться, чтобы безопасно перевезти этих Тиддлетов.
mission_tiddlets_alldelivered3 | Они могут безопасно выживать в гиперпространстве до *X секунд, но все, что превышает это, рискует привести к их смерти от шока.
mission_tiddlets_alldelivered4 | Пожалуйста, будьте очень осторожны при выборе вашего гиперпространственного маршрута.
mission_tiddlets_dead | Теперь на борту *X мертвых Тиддлетов
mission_tiddlets_delivered | Мы доставили *X из 8 Тиддлетов.
mission_tiddlets_description1 | Нам нужен транспортный корабль для перевозки помета милых, редких живых животных в заповедник, находящийся во многих прыжках отсюда.
mission_tiddlets_description2 | Животные не опасны, но у них есть некоторые особые требования, которым необходимо строго следовать, иначе они не переживут путешествие.
mission_tiddlets_description3 | Мы заплатим $*X, если весь помет будет доставлен благополучно.
mission_tiddlets_extrareward1 | Поскольку вы доставили нам совершенно новый помет, мы сочли справедливым наградить вас подарком.
mission_tiddlets_extrareward2 | Мы отправили вам пару прототипов Гиперпространственных Сенсоров LR. Они намного более чувствительны, чем стандартная модель. Мы надеемся, что они окажутся полезными.
mission_tiddlets_extras | Мы теперь получили дополнительно *X Тиддлетов!
mission_tiddlets_failure | Что, черт возьми, случилось? Мы доверили вам этих Тиддлетов, а вы нас подвели!
mission_tiddlets_invite1 | Приветствуем! Мы ищем пилота, который сможет помочь нам с важным вопросом благополучия животных.
mission_tiddlets_invite2 | Если вы хотите помочь (и заработать много кредитов), пожалуйста, найдите нашу работу в списке КОНТРАКТЫ.
mission_tiddlets_notenough | Но мы доверили вам заботиться об их безопасности. Вы нас подвели.
mission_tiddlets_payment | Мы благополучно получили *X из 8 Тиддлетов - Причитающаяся оплата $*Y
mission_tiddlets_reproduction1 | О боже! Мы были уверены, что все 8 были самками, но явно совершили ошибку.
mission_tiddlets_reproduction2 | Мы бы предложили вам разделить их, но Тиддлеты размножаются телепатически и только во время гиперпространственного путешествия.
mission_tiddlets_saferadius | БЕЗОПАСНОЕ РАССТОЯНИЕ ДЛЯ ТИДДЛЕТОВ
mission_tiddlets_shock | О боже!! Их так много!
mission_tiddlets_stillalive | Тиддлетов все еще живо : *X
mission_tiddlets_success | Доставлено *X Тиддлетов
mission_tiddlets_suppliername | Заводчик Тиддлетов
mission_tiddlets_title | Проблемы с Тиддлетами
mission_tiddletssale_accepted1 | Если у вас есть доступные Тиддлеты, то принесите их нам, и мы щедро вознаградим вас.
mission_tiddletssale_accepted2 | Мы не будем задавать вопросов о том, откуда они взялись. Но нам понадобится каждый Тиддлет, который у вас есть - чтобы мы могли быть уверены, что среди помета есть хотя бы один самец.
mission_tiddletssale_allreceived | Что ж, большое спасибо. С таким количеством Тиддлетов мы можем немедленно начать разводить этих вкусных существ.
mission_tiddletssale_buyername | Подозрительный Покупатель
mission_tiddletssale_description1 | Мы готовы заплатить очень щедрую цену любому, кто сможет снабдить нас одним или несколькими Тиддлетами.
mission_tiddletssale_fulloffer | Мы предлагаем вам $*Y за всех ваших *X Тиддлетов.
mission_tiddletssale_invite1 | Мы слышали слух, что у вас на борту могут быть редкие, ценные формы жизни.
mission_tiddletssale_invite2 | Загляните на ближайшую Доску Контрактов, и мы, возможно, сможем заключить сделку.
mission_tiddletssale_offer | Мы заплатим $*X за каждого Тиддлета, который у вас есть.
mission_tiddletssale_received | Мы получили *X Тиддлетов. Общая причитающаяся оплата $*Y.
mission_tiddletssale_success | Продано *X Тиддлетов
mission_tiddletssale_title | ТРЕБУЮТСЯ: Тиддлеты
mission_turnin | Сдать контракт
mission_type_combat | Бой
mission_type_delivery | Доставка
mission_type_episodetiddlets | Доставить Тиддлетов
mission_type_episodetiddletssale | ТРЕБУЮТСЯ: Тиддлеты
mission_type_fortress | Уничтожить Вражескую Крепость
mission_type_industry | Добыча На Астероидах
mission_type_passengers | Перевозка
mission_type_production | Производство
