object_mininglaser_description | Can drill into mineral patches (found in asteroid belts) to extract valuable minerals. | 
object_missioncargo | Mission Cargo | 
object_motorcomponent | Motor | 
object_munitionsfactory | Munitions Bench | 
object_munitionsfactory_description | A workbench where a skilled crew member can fabricate different forms of ammunition for ship weapon systems. Uses metal and explosives to produce Bullets, Railgun Slugs, Cannon Shells etc. | 
object_neubidiumcapacitor | Neubidium Capacitor | 
object_neubidiumingot | Neubidium Ingot | 
object_neubidiumore | Neubidium Ore | 
object_none | NoType | 
object_ordnance | Ordnance | 
object_oxygen | Oxygen | 
object_oxygenloader | Oxygen Loader | 
object_oxygenloader_description | Takes a pressurised canister of oxygen and pumps it into an underfloor pipe.  Use pipes to connect this to your Airduct, to supply oxygen to the cabin. | 
object_oxygenmaker | Oxygen Maker | 
object_oxygenmaker_description | Uses electrical power to extract Oxygen from Water. | 
object_potplant | Pot Plant | 
object_powercoil | Power Coil | 
object_powercoilcharged | Charged Power Coil | 
object_powerinjector | Power Injector | 
object_preciousmetals | Precious Metals | 
object_preciousore | Precious Ore | 
object_processorcomponent | Processor | 
object_proximitymine | Mine | 
object_quantumcomputegridcomponent | Quantum Compute Grid | 
object_quantumprocessorcomponent | Quantum Processor | 
object_quantumwafercomponent | Quantum Wafer | 
object_radiationblocker | Radiation Blocker | 
object_radiationblocker_description | Radiation blocker, significantly reduces all radiation passing through it. Place between your crew and equipment that emit radiation. | 
object_radiationemitter | Radiation Emitter | 
object_radiationemitter_description | Emits radiation. For testing new radiation mechanic (has no gameplay use). | 
object_railgun | Railgun | 
object_railgun_description | An extremely accurate and long range weapon system that fires a solid slug of metal. The Railgun is a precise weapon that can penetrate through hull armour and destroy equipment inside the target ship. However, the weapon draws a huge amount of energy to recharge after each shot. | 
object_railgunshell | Railgun Slugs | 
object_railgunshell_description | A box of ammo for a Railgun. | 
object_reactor | Reactor | 
object_reactor_description | Burns high-energy Fuel to produce power. Must be supplied with Fuel (via a pipe). Then use cables to connect to other powered equipment.\nGenerates a maximum power output of 100MW. | 
object_refinedmetreon | Refined Metreon | 
object_refinedtilium | Tilium Crystals | 
object_refinery | Refinery | 
object_refinery_description | An automatic industrial machine for refining raw chemicals and gases. | 
object_refugee | Refugee | 
object_repairstructure | Repair Structural Damage | 
object_repairstructure_description | The local shipyard can repair the heavy structural damage on your ship, for a price. | 
object_researchcredit | Research Credit | 
object_researchcredit_description | This processor chip contains information that can be used to boost our current research or improve the efficiency of our equipment. | 
object_robotarm | Robot Arm | 
object_robotarmshort | Short Robot Arm | 
object_robotarmsmart | Smart Robot Arm | 
object_ruinedequipment | Ruined Equipment | 
object_sciencestation | Science Station | 
object_sciencestation_description | A workstation for a scientist to conduct valuable research. | 
object_scientist | Scientist | 
object_scrapmetal | Scrap Metal | 
object_scrubber | CO2 Scrubber | 
object_scrubber_description | Extracts Carbon Dioxide from the atmosphere. Its output must be piped into a storage tank or it will become blocked. | 
object_seeds | Seeds | 
object_seeds_description | A small bag of mixed vegetable seeds, that you might be able to grow in a Hydroponic Garden. | 
object_sewage | Sewage | 
object_sewagemachine | Waste Treatment Machine | 
object_sewagemachine_description | Takes sewage from the habitation deck, separates the solid and liquid waste, and partially recycles them. The device outputs dirty water and compost. | 
object_sewagepipe | Sewage Pipe | 
object_sewagepipe_description | This pipe extracts sewage from the habitation deck above. You can then pipe the sewage into a storage tank and (eventually) reprocess it back into water.  The Pipe MUST BE DIRECTLY UNDER THE HABITATION DECK to function. | 
object_shieldedcanistercomponent | Shielded Canister | 
object_shieldedzeleoncanister | Shielded Zeleon | 
object_ShipWreckage | Ship Wreckage | 
object_short_bullets | Ammo | 
object_short_cannonshell | Shells | 
object_short_deuterium | Dtrm | 
object_short_ftlcharge | FTL | 
object_short_oxygen | O2 | 
object_short_railgunshell | Slugs | 
object_shuttle | Shuttle | 
object_smallstoragecrate | Small Storage Crate | 
object_smallstoragecrate_description | Small storage crate, stores a single type of resource but at 4x the usual amount per square | 
object_smalltable | Small Table | 
object_smalltank | Medium Tank | 
object_smalltank_description | A storage tank that can store liquids and gases. | 
object_smelter | Smelter | 
object_smelter_description | This industrial processing machine can melt ores into usable metal ingots. Once installed, click on it to change the ore type. | 
object_sofa | Sofa | 
object_solarpanel | Solar Panel | 
object_solarpanel_description | These must be installed outside your ship, with scaffolding for support. Each panel generates 10MW. | 
object_spacesuit | Spacesuit | 
object_spacesuitpod | Spacesuit Pod | 
object_spacesuitpod_description | A storage place for spacesuits that need their oxygen replenishing. | 
object_stableisotopes | Stable Isotopes | 
object_stablezeleon | Stable Zeleon | 
object_stairs | Ladder | 
object_stairs_description | Crew and passengers can only access the upper habitation deck with a ladder. | 
object_stargateactuator | Stargate Actuator | 
object_stargatecapacitor | Stargate Capacitor | 
object_stargatereceiver | Stargate Receiver | 
object_stargateresin | Stargate Resin | 
object_stargatestructure | Stargate Frame | 
object_storagecrate | Storage Crate | 
object_storagecrate_description | Storage crate, stores a single type of resource but at 4x the usual amount per square | 
object_supercomputer | Super Computer | 
object_supercomputer_description | A powerful computer for number crunching and simulating important research. | 
object_table | Table | 
object_tank | Huge Tank | 
object_tank_description | A massive tank that can store a great deal of liquid or gas. | 
object_telepathicsensor | Telepathic Sensor Station | 
object_telepathicsensor_description | A sensor capable of detecting telepathic waves. | 
object_thruster | Thruster | 
object_thruster_description | Maneuvering thruster. Must be attached to the wall of the ship. Provides thrust to permit lateral and rotational movement. | 
object_tiddlet | Tiddlet | 
object_tiliumore | Tilium Ore | 
object_tinytank | Small Tank | 
object_tinytank_description | A storage tank that can store liquids and gases. | 
object_track | Track | 
object_tracksplitter | Splitter | 
object_warpalignmentcomputer | Warp Alignment Computer | 
object_wastewater | Waste Water | 
object_water | Water | 
object_waterpurifier | Water Purifier | 
object_waterpurifier_description | Takes dirty water from sewage recycling or from naturally occurring ice - and purifies it into safe drinkable water. | 
object_weaponsconsole | Weapons Control Centre | 
object_weaponsconsole_description | A terminal where a Weapons Officer can control multiple weapons at the same time. | 
object_weaponsspecialist | Weapons Officer | 
object_zeleonenergycell | Zeleon Energy Cell | 
object_zeleongas | Zeleon Gas | 
